topology,chain_length,k_D,k_C,k_T,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
fully-connected,50,0.01,0.02,0.0,0.064,24,66,0.0,0.22448979591836735,47,20,3,1,47,1|2|4|9|5|15|1|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,25,67,0.0,0.20408163265306123,46,20,1,1,46,2|4|9|5|15|1|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,26,68,0.0,0.20408163265306123,45,20,1,1,45,1|4|9|5|15|1|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,27,69,0.0,0.20408163265306123,44,20,1,1,44,1|4|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,28,70,0.0,0.1836734693877551,49,20,1,0,49,4|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,29,71,0.0,0.22448979591836735,49,20,3,1,49,3|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,30,72,0.0,0.20408163265306123,48,20,1,1,48,2|9|5|17|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,31,73,0.0,0.20408163265306123,47,20,3,1,47,2|9|5|17|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,32,74,0.0,0.1836734693877551,46,20,1,0,46,9|5|17|6|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,33,75,0.0,0.1836734693877551,45,20,1,0,45,9|5|17|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,34,76,0.0,0.16326530612244897,44,20,1,0,44,9|5|17|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,35,77,0.0,0.16326530612244897,43,20,1,0,43,9|5|16|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,36,78,0.0,0.16326530612244897,42,20,1,0,42,8|5|15|1|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,37,79,0.0,0.20408163265306123,49,20,1,1,49,8|5|15|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,38,80,0.0,0.1836734693877551,48,20,4,0,48,6|5|16|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,39,81,0.0,0.1836734693877551,47,20,1,0,47,5|5|16|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,40,82,0.0,0.1836734693877551,46,20,3,0,46,4|5|16|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,41,83,0.0,0.1836734693877551,45,20,1,0,45,4|5|16|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,42,84,0.0,0.1836734693877551,44,20,3,0,44,2|5|16|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,43,85,0.0,0.20408163265306123,43,20,1,1,43,1|5|15|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,44,86,0.0,0.1836734693877551,42,20,3,0,42,1|5|16|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,45,87,0.0,0.1836734693877551,41,20,1,0,41,5|15|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,46,88,0.0,0.14285714285714285,40,8,4,0,40,5|16|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,47,89,0.0,0.12244897959183673,39,10,3,0,39,5|16|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,48,90,0.0,0.16326530612244897,49,10,1,0,49,4|15|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,49,91,0.0,0.14285714285714285,48,10,1,0,48,3|16|5|7|10|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,0,42,0.0,0.30612244897959184,47,20,4,1,47,3|3|2|2|1|2|4|2|4|9|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,1,43,0.0,0.2857142857142857,46,20,5,1,46,2|3|5|1|2|4|2|4|9|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,2,44,0.0,0.2857142857142857,45,20,4,1,45,2|3|5|1|2|4|2|4|9|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,3,45,0.0,0.30612244897959184,44,27,4,1,44,1|3|2|2|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,4,46,0.0,0.2857142857142857,49,27,4,1,49,3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,5,47,0.0,0.2653061224489796,48,20,5,1,48,3|5|1|2|4|2|4|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,6,48,0.0,0.2857142857142857,47,20,4,1,47,3|2|2|1|2|4|2|4|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,7,49,0.0,0.2857142857142857,46,20,4,1,46,1|2|2|1|2|4|2|4|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,8,50,0.0,0.2857142857142857,45,20,4,1,45,1|2|2|1|2|4|2|4|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,9,51,0.0,0.24489795918367346,44,20,5,1,44,5|1|2|4|2|4|9|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,10,52,0.0,0.24489795918367346,43,20,6,1,43,4|1|2|4|2|4|9|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,11,53,0.0,0.24489795918367346,42,20,5,1,42,3|1|2|4|2|4|9|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,12,54,0.0,0.24489795918367346,41,20,5,1,41,3|1|2|4|2|4|9|5|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,13,55,0.0,0.24489795918367346,40,20,5,1,40,1|1|2|4|2|4|9|5|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,14,56,0.0,0.24489795918367346,39,20,5,1,39,1|1|2|4|2|4|9|5|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,15,57,0.0,0.22448979591836735,38,20,15,1,38,1|2|4|2|4|9|5|11,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,16,58,0.0,0.22448979591836735,37,20,15,1,37,1|2|4|2|4|9|5|12,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,17,59,0.0,0.20408163265306123,36,20,15,1,36,2|4|2|4|9|5|13,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,18,60,0.0,0.20408163265306123,35,20,15,1,35,2|4|2|4|9|5|14,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,19,61,0.0,0.20408163265306123,34,20,15,1,34,1|4|2|4|9|5|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,20,62,0.0,0.1836734693877551,33,20,15,0,33,4|2|4|9|5|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,21,63,0.0,0.20408163265306123,48,20,15,1,48,4|2|4|9|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,22,64,0.0,0.22448979591836735,49,20,1,1,49,3|2|4|9|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,23,65,0.0,0.22448979591836735,48,20,3,1,48,2|2|4|9|5|15|1|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,24,66,0.0,0.22448979591836735,47,20,3,1,47,1|2|4|9|5|15|1|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,25,67,0.0,0.20408163265306123,46,20,1,1,46,2|4|9|5|15|1|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,26,68,0.0,0.20408163265306123,45,20,1,1,45,1|4|9|5|15|1|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,27,69,0.0,0.20408163265306123,44,20,1,1,44,1|4|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,28,70,0.0,0.1836734693877551,49,20,1,0,49,4|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,29,71,0.0,0.22448979591836735,49,20,3,1,49,3|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,30,72,0.0,0.20408163265306123,48,20,1,1,48,2|9|5|17|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,31,73,0.0,0.20408163265306123,47,20,3,1,47,2|9|5|17|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,32,74,0.0,0.1836734693877551,46,20,1,0,46,9|5|17|6|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,33,75,0.0,0.1836734693877551,45,20,1,0,45,9|5|17|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,34,76,0.0,0.16326530612244897,44,20,1,0,44,9|5|17|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,35,77,0.0,0.14285714285714285,43,20,1,0,43,9|5|17|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,36,78,0.0,0.16326530612244897,42,20,1,0,42,8|5|15|1|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,37,79,0.0,0.1836734693877551,49,20,1,0,49,8|5|15|1|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,38,80,0.0,0.16326530612244897,48,20,4,0,48,6|5|17|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,39,81,0.0,0.16326530612244897,47,20,1,0,47,5|5|17|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,40,82,0.0,0.16326530612244897,46,20,3,0,46,4|5|17|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,41,83,0.0,0.16326530612244897,45,20,1,0,45,4|5|17|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,42,84,0.0,0.16326530612244897,44,20,3,0,44,2|5|17|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,43,85,0.0,0.16326530612244897,43,20,1,0,43,1|5|17|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,44,86,0.0,0.16326530612244897,42,20,3,0,42,1|5|17|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,45,87,0.0,0.16326530612244897,41,20,1,0,41,5|15|1|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,47,89,0.0,0.12244897959183673,39,10,3,0,39,5|16|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,48,90,0.0,0.14285714285714285,49,10,1,0,49,4|15|1|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.066,49,91,0.0,0.12244897959183673,48,10,1,0,48,3|17|5|7|10|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,0,42,0.0,0.2857142857142857,47,20,4,1,47,3|4|2|2|1|2|4|2|4|9|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,1,43,0.0,0.2857142857142857,46,20,5,1,46,2|3|5|1|2|4|2|4|9|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,2,44,0.0,0.2857142857142857,45,20,4,1,45,2|3|5|1|2|4|2|4|9|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,3,45,0.0,0.2857142857142857,44,27,4,1,44,1|3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,4,46,0.0,0.2857142857142857,49,27,4,1,49,3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,5,47,0.0,0.2653061224489796,48,20,5,1,48,3|5|1|2|4|2|4|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,6,48,0.0,0.2653061224489796,47,20,4,1,47,3|5|1|2|4|2|4|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,7,49,0.0,0.2857142857142857,46,20,4,1,46,1|2|2|1|2|4|2|4|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,8,50,0.0,0.2857142857142857,45,20,5,1,45,1|2|2|1|2|4|2|4|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,9,51,0.0,0.24489795918367346,44,20,5,1,44,5|1|2|4|2|4|9|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,10,52,0.0,0.24489795918367346,43,20,6,1,43,4|1|2|4|2|4|9|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,11,53,0.0,0.24489795918367346,42,20,5,1,42,3|1|2|4|2|4|9|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,12,54,0.0,0.24489795918367346,41,20,5,1,41,3|1|2|4|2|4|9|5|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,13,55,0.0,0.24489795918367346,40,20,5,1,40,1|1|2|4|2|4|9|5|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,14,56,0.0,0.24489795918367346,39,20,5,1,39,1|1|2|4|2|4|9|5|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,15,57,0.0,0.22448979591836735,38,20,15,1,38,1|2|4|2|4|9|5|11,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,16,58,0.0,0.22448979591836735,37,20,15,1,37,1|2|4|2|4|9|5|12,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,17,59,0.0,0.20408163265306123,36,20,16,1,36,2|4|2|4|9|5|13,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,18,60,0.0,0.20408163265306123,35,20,16,1,35,2|4|2|4|9|5|14,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,19,61,0.0,0.20408163265306123,34,20,15,1,34,1|4|2|4|9|5|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,20,62,0.0,0.1836734693877551,33,20,16,0,33,4|2|4|9|5|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,21,63,0.0,0.20408163265306123,48,20,15,1,48,4|2|4|9|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,22,64,0.0,0.22448979591836735,49,20,1,1,49,3|2|4|9|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,23,65,0.0,0.22448979591836735,48,20,3,1,48,2|2|4|9|5|15|1|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,24,66,0.0,0.22448979591836735,47,20,3,1,47,1|2|4|9|5|15|1|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,25,67,0.0,0.20408163265306123,46,20,1,1,46,2|4|9|5|15|1|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,26,68,0.0,0.20408163265306123,45,20,1,1,45,1|4|9|5|15|1|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,27,69,0.0,0.20408163265306123,44,20,1,1,44,1|4|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,28,70,0.0,0.1836734693877551,49,20,1,0,49,4|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,29,71,0.0,0.22448979591836735,49,20,3,1,49,3|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,30,72,0.0,0.20408163265306123,48,20,1,1,48,2|9|5|17|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,31,73,0.0,0.20408163265306123,47,20,3,1,47,2|9|5|17|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,32,74,0.0,0.1836734693877551,46,20,1,0,46,9|5|17|6|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,33,75,0.0,0.1836734693877551,45,20,1,0,45,9|5|17|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,34,76,0.0,0.16326530612244897,44,20,1,0,44,9|5|17|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,35,77,0.0,0.14285714285714285,43,20,1,0,43,9|5|17|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,36,78,0.0,0.16326530612244897,42,20,1,0,42,8|5|15|1|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,37,79,0.0,0.1836734693877551,49,20,1,0,49,8|5|15|1|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,38,80,0.0,0.16326530612244897,48,20,4,0,48,6|5|17|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,39,81,0.0,0.1836734693877551,47,20,1,0,47,5|5|15|1|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,40,82,0.0,0.16326530612244897,46,20,3,0,46,4|5|17|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,41,83,0.0,0.16326530612244897,45,20,1,0,45,4|5|17|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,42,84,0.0,0.16326530612244897,44,20,3,0,44,2|5|17|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,43,85,0.0,0.16326530612244897,43,20,1,0,43,1|5|17|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,44,86,0.0,0.1836734693877551,42,20,3,0,42,1|5|15|1|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,45,87,0.0,0.16326530612244897,41,20,1,0,41,5|15|1|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,47,89,0.0,0.10204081632653061,39,10,3,0,39,5|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,48,90,0.0,0.14285714285714285,49,10,1,0,49,4|15|1|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.068,49,91,0.0,0.12244897959183673,48,10,1,0,48,3|17|5|7|10|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,0,42,0.0,0.2857142857142857,47,19,4,1,47,3|4|2|2|1|2|4|2|4|9|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,1,43,0.0,0.2857142857142857,46,19,5,1,46,2|3|5|1|2|4|2|4|9|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,2,44,0.0,0.2857142857142857,45,19,4,1,45,2|3|5|1|2|4|2|4|9|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,3,45,0.0,0.2857142857142857,44,19,4,1,44,1|3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,4,46,0.0,0.2857142857142857,49,26,4,1,49,3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,5,47,0.0,0.2653061224489796,48,19,5,1,48,3|5|1|2|4|2|4|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,6,48,0.0,0.2653061224489796,47,19,4,1,47,3|5|1|2|4|2|4|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,7,49,0.0,0.2857142857142857,46,19,5,1,46,1|2|2|1|2|4|2|4|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,8,50,0.0,0.2857142857142857,45,19,5,1,45,1|2|2|1|2|4|2|4|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,9,51,0.0,0.24489795918367346,44,19,5,1,44,5|1|2|4|2|4|9|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,10,52,0.0,0.24489795918367346,43,19,6,1,43,4|1|2|4|2|4|9|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,11,53,0.0,0.24489795918367346,42,19,5,1,42,3|1|2|4|2|4|9|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,12,54,0.0,0.24489795918367346,41,19,5,1,41,3|1|2|4|2|4|9|5|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,13,55,0.0,0.24489795918367346,40,19,5,1,40,1|1|2|4|2|4|9|5|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,14,56,0.0,0.24489795918367346,39,19,5,1,39,1|1|2|4|2|4|9|5|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,15,57,0.0,0.22448979591836735,38,19,15,1,38,1|2|4|2|4|9|5|11,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,16,58,0.0,0.22448979591836735,37,19,15,1,37,1|2|4|2|4|9|5|12,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,17,59,0.0,0.20408163265306123,36,19,16,1,36,2|4|2|4|9|5|13,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,18,60,0.0,0.20408163265306123,35,19,16,1,35,2|4|2|4|9|5|14,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,19,61,0.0,0.20408163265306123,34,19,15,1,34,1|4|2|4|9|5|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,20,62,0.0,0.1836734693877551,33,19,16,0,33,4|2|4|9|5|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,21,63,0.0,0.1836734693877551,32,19,15,0,32,4|2|4|9|5|17,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,22,64,0.0,0.20408163265306123,49,19,1,1,49,3|2|4|9|5|17,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,23,65,0.0,0.20408163265306123,48,19,3,1,48,2|2|4|9|5|17|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,24,66,0.0,0.20408163265306123,47,19,3,1,47,1|2|4|9|5|17|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,25,67,0.0,0.1836734693877551,46,19,1,0,46,2|4|9|5|17|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,26,68,0.0,0.1836734693877551,45,19,1,0,45,1|4|9|5|17|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,27,69,0.0,0.1836734693877551,44,19,1,0,44,1|4|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,28,70,0.0,0.1836734693877551,49,19,1,0,49,4|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,29,71,0.0,0.20408163265306123,49,19,3,1,49,3|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,30,72,0.0,0.20408163265306123,48,19,1,1,48,2|9|5|17|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,31,73,0.0,0.20408163265306123,47,19,3,1,47,2|9|5|17|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,32,74,0.0,0.1836734693877551,46,19,1,0,46,9|5|17|6|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,33,75,0.0,0.1836734693877551,45,19,1,0,45,9|5|17|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,34,76,0.0,0.16326530612244897,44,19,1,0,44,9|5|17|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,35,77,0.0,0.14285714285714285,43,19,1,0,43,9|5|17|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,36,78,0.0,0.14285714285714285,42,19,1,0,42,8|5|17|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,37,79,0.0,0.16326530612244897,49,19,1,0,49,8|5|17|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,38,80,0.0,0.16326530612244897,48,19,4,0,48,6|5|17|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,39,81,0.0,0.1836734693877551,47,19,1,0,47,5|5|15|1|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,40,82,0.0,0.16326530612244897,46,19,3,0,46,4|5|17|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,41,83,0.0,0.1836734693877551,45,19,1,0,45,4|5|15|1|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,42,84,0.0,0.16326530612244897,44,19,3,0,44,2|5|17|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,43,85,0.0,0.16326530612244897,43,19,1,0,43,1|5|17|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,44,86,0.0,0.16326530612244897,42,19,3,0,42,1|5|17|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,45,87,0.0,0.14285714285714285,41,19,1,0,41,5|17|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,47,89,0.0,0.10204081632653061,39,8,3,0,39,5|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,48,90,0.0,0.12244897959183673,49,8,1,0,49,4|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.07,49,91,0.0,0.12244897959183673,48,8,1,0,48,3|17|5|7|10|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,0,42,0.0,0.2653061224489796,47,19,4,1,47,3|4|5|1|2|4|2|4|9|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,1,43,0.0,0.2857142857142857,46,19,5,1,46,2|3|5|1|2|4|2|4|9|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,2,44,0.0,0.2857142857142857,45,19,4,1,45,2|3|5|1|2|4|2|4|9|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,3,45,0.0,0.2857142857142857,44,19,4,1,44,1|3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,4,46,0.0,0.2857142857142857,49,19,4,1,49,3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,5,47,0.0,0.2653061224489796,48,19,5,1,48,3|5|1|2|4|2|4|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,6,48,0.0,0.2653061224489796,47,19,4,1,47,3|5|1|2|4|2|4|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,7,49,0.0,0.2653061224489796,46,19,5,1,46,1|5|1|2|4|2|4|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,8,50,0.0,0.2653061224489796,45,19,5,1,45,1|5|1|2|4|2|4|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.072,9,51,0.0,0.24489795918367346,44,19,5,1,44,5|1|2|4|2|4|9|5|5,hub_localized,1225
